FrameID,Label,video_names,img_path
67815.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/67815/67815.jpg
79870.jpg,r-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/79870/79870.jpg
70110.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/70110/70110.jpg
74315.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/74315/74315.jpg
74410.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/74410/74410.jpg
15325.jpg,l_set,18,/kaggle/input/volleyball/volleyball_/videos/18/15325/15325.jpg
15985.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/15985/15985.jpg
68750.jpg,r_set,18,/kaggle/input/volleyball/volleyball_/videos/18/68750/68750.jpg
68955.jpg,l_set,18,/kaggle/input/volleyball/volleyball_/videos/18/68955/68955.jpg
80140.jpg,r_set,18,/kaggle/input/volleyball/volleyball_/videos/18/80140/80140.jpg
74330.jpg,r-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/74330/74330.jpg
69010.jpg,l_set,18,/kaggle/input/volleyball/volleyball_/videos/18/69010/69010.jpg
80025.jpg,r_set,18,/kaggle/input/volleyball/volleyball_/videos/18/80025/80025.jpg
67790.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/67790/67790.jpg
69710.jpg,l_set,18,/kaggle/input/volleyball/volleyball_/videos/18/69710/69710.jpg
15140.jpg,r-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/15140/15140.jpg
67890.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/67890/67890.jpg
30570.jpg,r-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/30570/30570.jpg
69980.jpg,r_set,18,/kaggle/input/volleyball/volleyball_/videos/18/69980/69980.jpg
15390.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/15390/15390.jpg
49155.jpg,r-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/49155/49155.jpg
70030.jpg,l-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/70030/70030.jpg
67970.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/67970/67970.jpg
30760.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/30760/30760.jpg
69760.jpg,r_set,18,/kaggle/input/volleyball/volleyball_/videos/18/69760/69760.jpg
68780.jpg,r_spike,18,/kaggle/input/volleyball/volleyball_/videos/18/68780/68780.jpg
74250.jpg,l-pass,18,/kaggle/input/volleyball/volleyball_/videos/18/74250/74250.jpg
68990.jpg,l-spike,18,/kaggle/input/volleyball/volleyball_/videos/18/68990/68990.jpg
30060.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/30060/30060.jpg
40590.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/40590/40590.jpg
31545.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/31545/31545.jpg
41745.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/41745/41745.jpg
46320.jpg,r_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/46320/46320.jpg
33900.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/33900/33900.jpg
33270.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/33270/33270.jpg
34560.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/34560/34560.jpg
38040.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/38040/38040.jpg
45255.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/45255/45255.jpg
49380.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/49380/49380.jpg
39900.jpg,r_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/39900/39900.jpg
32220.jpg,l_winpoint,18,/kaggle/input/volleyball/volleyball_/videos/18/32220/32220.jpg
44990.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/44990/44990.jpg
50835.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/50835/50835.jpg
30290.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/30290/30290.jpg
26355.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/26355/26355.jpg
26210.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/26210/26210.jpg
38095.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/38095/38095.jpg
50970.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/50970/50970.jpg
19410.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/19410/19410.jpg
26290.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/26290/26290.jpg
30050.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/30050/30050.jpg
29975.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/29975/29975.jpg
29865.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/29865/29865.jpg
43525.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/43525/43525.jpg
19310.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/19310/19310.jpg
26110.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/26110/26110.jpg
50870.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/50870/50870.jpg
36050.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/36050/36050.jpg
26160.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/26160/26160.jpg
37925.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/37925/37925.jpg
23245.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23245/23245.jpg
36335.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/36335/36335.jpg
43340.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/43340/43340.jpg
37870.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/37870/37870.jpg
36325.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/36325/36325.jpg
26020.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/26020/26020.jpg
45005.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/45005/45005.jpg
30175.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/30175/30175.jpg
30060.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/30060/30060.jpg
26340.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/26340/26340.jpg
45140.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/45140/45140.jpg
43560.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/43560/43560.jpg
38175.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/38175/38175.jpg
23435.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23435/23435.jpg
17960.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/17960/17960.jpg
36385.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/36385/36385.jpg
36145.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/36145/36145.jpg
23220.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23220/23220.jpg
43470.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/43470/43470.jpg
43450.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/43450/43450.jpg
23370.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23370/23370.jpg
36255.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/36255/36255.jpg
38040.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/38040/38040.jpg
29905.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/29905/29905.jpg
36100.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/36100/36100.jpg
45115.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/45115/45115.jpg
45065.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/45065/45065.jpg
43285.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/43285/43285.jpg
19245.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/19245/19245.jpg
51055.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/51055/51055.jpg
17970.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/17970/17970.jpg
36435.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/36435/36435.jpg
36120.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/36120/36120.jpg
19285.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/19285/19285.jpg
23320.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23320/23320.jpg
43635.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/43635/43635.jpg
43240.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/43240/43240.jpg
23285.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23285/23285.jpg
17875.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/17875/17875.jpg
18065.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/18065/18065.jpg
23490.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/23490/23490.jpg
43320.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/43320/43320.jpg
44930.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/44930/44930.jpg
36290.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/36290/36290.jpg
51105.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/51105/51105.jpg
37960.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/37960/37960.jpg
23415.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/23415/23415.jpg
26235.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/26235/26235.jpg
43600.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/43600/43600.jpg
38110.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/38110/38110.jpg
29940.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/29940/29940.jpg
37755.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/37755/37755.jpg
18025.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/18025/18025.jpg
19205.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/19205/19205.jpg
50760.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/50760/50760.jpg
36360.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/36360/36360.jpg
37995.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/37995/37995.jpg
30275.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/30275/30275.jpg
50985.jpg,r-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/50985/50985.jpg
26080.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/26080/26080.jpg
30010.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/30010/30010.jpg
17925.jpg,l_set,12,/kaggle/input/volleyball/volleyball_/videos/12/17925/17925.jpg
37845.jpg,r_spike,12,/kaggle/input/volleyball/volleyball_/videos/12/37845/37845.jpg
19355.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/19355/19355.jpg
36175.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/36175/36175.jpg
30220.jpg,l-pass,12,/kaggle/input/volleyball/volleyball_/videos/12/30220/30220.jpg
50795.jpg,r_set,12,/kaggle/input/volleyball/volleyball_/videos/12/50795/50795.jpg
36225.jpg,l-spike,12,/kaggle/input/volleyball/volleyball_/videos/12/36225/36225.jpg
32940.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/32940/32940.jpg
47880.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/47880/47880.jpg
50115.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/50115/50115.jpg
35565.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/35565/35565.jpg
42165.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/42165/42165.jpg
36510.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/36510/36510.jpg
44325.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/44325/44325.jpg
37245.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/37245/37245.jpg
48585.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/48585/48585.jpg
51300.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/51300/51300.jpg
43665.jpg,r_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/43665/43665.jpg
51960.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/51960/51960.jpg
31725.jpg,l_winpoint,12,/kaggle/input/volleyball/volleyball_/videos/12/31725/31725.jpg
35056.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/35056/35056.jpg
25753.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/25753/25753.jpg
10464.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/10464/10464.jpg
23470.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/23470/23470.jpg
25788.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/25788/25788.jpg
37300.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/37300/37300.jpg
37195.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/37195/37195.jpg
37200.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/37200/37200.jpg
37320.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/37320/37320.jpg
25733.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/25733/25733.jpg
25843.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/25843/25843.jpg
57786.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/57786/57786.jpg
10569.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/10569/10569.jpg
10664.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/10664/10664.jpg
57756.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/57756/57756.jpg
23670.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/23670/23670.jpg
37290.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/37290/37290.jpg
23495.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/23495/23495.jpg
25963.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/25963/25963.jpg
23720.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/23720/23720.jpg
37360.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/37360/37360.jpg
25818.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/25818/25818.jpg
23755.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/23755/23755.jpg
23445.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/23445/23445.jpg
37345.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/37345/37345.jpg
37165.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/37165/37165.jpg
35081.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/35081/35081.jpg
23575.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/23575/23575.jpg
23690.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/23690/23690.jpg
30295.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/30295/30295.jpg
10629.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/10629/10629.jpg
10499.jpg,r_set,37,/kaggle/input/volleyball/volleyball_/videos/37/10499/10499.jpg
23535.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/23535/23535.jpg
26003.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/26003/26003.jpg
30320.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/30320/30320.jpg
10524.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/10524/10524.jpg
37245.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/37245/37245.jpg
23780.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/23780/23780.jpg
25858.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/25858/25858.jpg
35101.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/35101/35101.jpg
37210.jpg,l-spike,37,/kaggle/input/volleyball/volleyball_/videos/37/37210/37210.jpg
23605.jpg,l-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/23605/23605.jpg
25908.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/25908/25908.jpg
10544.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/10544/10544.jpg
25988.jpg,r-pass,37,/kaggle/input/volleyball/volleyball_/videos/37/25988/25988.jpg
10689.jpg,r_spike,37,/kaggle/input/volleyball/volleyball_/videos/37/10689/10689.jpg
23650.jpg,l_set,37,/kaggle/input/volleyball/volleyball_/videos/37/23650/23650.jpg
12895.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/12895/12895.jpg
13320.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/13320/13320.jpg
23715.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23715/23715.jpg
22575.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/22575/22575.jpg
23305.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23305/23305.jpg
12100.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/12100/12100.jpg
22710.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/22710/22710.jpg
12005.jpg,l-spike,47,/kaggle/input/volleyball/volleyball_/videos/47/12005/12005.jpg
20670.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/20670/20670.jpg
23430.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23430/23430.jpg
14145.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/14145/14145.jpg
13080.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/13080/13080.jpg
12165.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/12165/12165.jpg
14310.jpg,l-spike,47,/kaggle/input/volleyball/volleyball_/videos/47/14310/14310.jpg
13290.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/13290/13290.jpg
12880.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/12880/12880.jpg
14240.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/14240/14240.jpg
12025.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/12025/12025.jpg
20840.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/20840/20840.jpg
13260.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/13260/13260.jpg
12200.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/12200/12200.jpg
23540.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23540/23540.jpg
23365.jpg,l-spike,47,/kaggle/input/volleyball/volleyball_/videos/47/23365/23365.jpg
13215.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/13215/13215.jpg
20700.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/20700/20700.jpg
20760.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/20760/20760.jpg
22515.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/22515/22515.jpg
23590.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23590/23590.jpg
22745.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/22745/22745.jpg
14170.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/14170/14170.jpg
14220.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/14220/14220.jpg
12995.jpg,l_set,47,/kaggle/input/volleyball/volleyball_/videos/47/12995/12995.jpg
20800.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/20800/20800.jpg
22670.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/22670/22670.jpg
12950.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/12950/12950.jpg
11915.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/11915/11915.jpg
20745.jpg,l-spike,47,/kaggle/input/volleyball/volleyball_/videos/47/20745/20745.jpg
23275.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23275/23275.jpg
12775.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/12775/12775.jpg
11905.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/11905/11905.jpg
12845.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/12845/12845.jpg
23650.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/23650/23650.jpg
23480.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/23480/23480.jpg
13095.jpg,l-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/13095/13095.jpg
12805.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/12805/12805.jpg
22650.jpg,r_spike,47,/kaggle/input/volleyball/volleyball_/videos/47/22650/22650.jpg
23340.jpg,l_set,47,/kaggle/input/volleyball/volleyball_/videos/47/23340/23340.jpg
13050.jpg,r_set,47,/kaggle/input/volleyball/volleyball_/videos/47/13050/13050.jpg
22605.jpg,r-pass,47,/kaggle/input/volleyball/volleyball_/videos/47/22605/22605.jpg
